,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mfcc6 mean,mfcc6 var,mfcc7 mean,mfcc7 var,mfcc8 mean,mfcc8 var,mfcc9 mean,mfcc9 var,mfcc10 mean,mfcc10 var,mfcc11 mean,mfcc11 var,mfcc12 mean,mfcc12 var,mfcc13 mean,mfcc13 var
13360,00034,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2789.53816772,285243.788402,5835.60654751,1254445.25009,0.134898482922,0.00152309689325,8.49373548999,606.656996287,20.6540600672,17.4064809621,-28.1106290305,669.1701877,65.6309455412,342.108991156,-7.35513936272,255.00131003,33.5945576003,173.466475438,11.0703586818,94.2023376686,14.7806718928,74.1384060879,2.21909701108,77.9936944075,10.0772589804,38.0526769847,-0.351163698998,46.9244195822,10.1227456187,52.6726854285,-2.74992181579,73.193892882,3.18433342692,36.3997320921,-1.69455347532,40.097844517
13400,00035,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1866.60562778,398887.744027,4269.57513854,2942607.10402,0.0569184532461,0.000625655883909,7.3100312377,2494.59029926,20.0335404228,13.356638372,-124.008649863,2417.24060581,109.547046037,583.181411807,5.89925494034,366.992841802,32.8895794646,127.861752692,10.9686443387,82.6882253532,11.6744369813,55.0922779248,12.6750513583,58.3428857779,12.9784778231,47.4071392942,1.6482499942,39.7242936994,4.4980476024,34.9073421438,9.66115420229,34.6001521427,3.06534109919,32.1372119042,3.53377211203,25.0744315173
13440,00036,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2840.0888332,401541.70613,5883.05471021,1703245.27606,0.145930232558,0.00236553379366,9.55665301731,593.575561015,19.6353294812,17.4751390336,-0.445906305346,946.55895166,72.7029907121,477.478705047,-13.237691958,260.657535252,23.9499689874,94.5547655502,10.4101951371,93.3574508981,10.3181689433,77.7897762957,-4.91853279976,66.8948838638,14.3510685239,53.6163506288,-0.679726726502,44.2076901856,9.92448173389,52.3313784246,0.692260507414,38.2399853578,5.2282961355,40.1090190203,-4.05908366589,34.9798896127
13480,00037,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2627.76090315,407562.242072,5049.70305687,1851232.33654,0.146320479046,0.00243897246939,2.66348196804,1249.71761586,22.9716340039,15.9759505745,-71.2110527443,1828.6659323,79.4136637594,489.407841574,-20.768658384,356.27217046,30.6611937145,232.966364688,5.54217635234,87.8412791638,3.68153190388,74.3376069998,4.67731060853,72.7378708746,7.27959494721,47.7584593299,-5.48963626394,68.7552135232,2.46861539809,53.1066242733,0.827880275956,42.6448950781,-0.574529196806,40.0569541628,-1.88282478642,35.0817685765
13520,00038,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2794.45788315,337995.802205,5861.01238872,1571216.4112,0.140505011507,0.0035519095542,6.51672301177,654.478567756,18.528963042,27.0977997906,-15.9771800543,1141.18119711,67.1523451277,447.794568443,-20.1537105859,410.880969401,15.555413291,229.222183186,4.79589176106,227.24435919,10.8356479486,189.036325814,5.96733009678,112.22667826,11.7968133485,96.2054071543,-0.38565782927,99.8539346562,5.66417979342,89.7318227121,0.115164816921,83.6377070206,1.09250144337,94.0780230571,-1.74134000501,74.700927749
13560,00039,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2559.09518671,237729.109432,5446.70688363,1854936.68637,0.122744821948,0.00138729050242,4.83793990378,1001.43738523,29.4635284876,34.272635482,-50.8883153793,1277.74448908,86.3883832355,350.600226351,-14.4138942068,214.58844929,12.8649643476,80.4018059896,21.6991483997,135.24513657,4.24713755671,59.206491043,1.74849385836,51.90905057,3.71667411543,36.6672270372,4.70223134342,37.3183657835,-1.852585874,31.2540753952,-1.18951430934,21.4460929004,-0.0125253666251,21.7728496441,-4.1169789715,29.2945199885
13600,00040,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3009.99228583,436124.628128,6131.00370185,1793401.80155,0.144611873183,0.00346859847487,4.24471109521,1056.29766418,31.9924807833,32.2727793745,-66.0528205888,2661.12774009,61.2808621116,455.013463906,-1.9092752709,343.319898446,35.3226546774,268.302008909,9.3196132737,97.0831581927,7.56574940735,120.867256777,3.42020717896,109.908594021,2.98910519961,63.0349749437,4.6389060142,62.024729732,2.93209687883,46.5077504024,1.78391832163,54.2430515281,-0.375945892141,44.687097669,-5.73382707379,39.2784784083
13640,00041,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2808.07039942,436016.155231,5680.85960211,1850994.43371,0.148318268532,0.00332197885761,5.43971350848,792.890276462,29.116349229,29.4202594723,-35.3751260586,1425.0866484,73.6572387269,496.567972436,-20.1843571457,274.766270211,17.1344272747,195.407997562,14.9447834577,124.923201741,10.1971468048,66.7985353747,7.60623652177,75.6755714049,1.60644510912,53.4309336207,4.17925860133,40.8321332645,0.725755206372,39.714893362,-0.382749599379,43.3078964394,-1.32091344805,32.9718603028,-2.0718698407,33.0399948769
13680,00042,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2793.55775552,611955.514923,5876.05224609,2746530.4895,0.137538608285,0.00426860468053,3.35836405136,1380.30672526,22.7460695983,26.0918027745,-74.2686338902,3576.44526864,76.7653799715,717.638548399,-3.83496591773,515.685982592,28.0412998724,263.679760757,8.17702531321,172.363806591,6.031744651,83.5530573575,4.32954171309,92.6404225642,0.518894502405,49.3782689529,2.88062893902,68.0727101626,-0.924876145808,43.5076099848,-2.33545036121,71.7193693904,-0.271418777718,41.4624056166,-1.45043720218,45.642078378
13720,00043,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2740.74954041,408634.852286,5327.32279933,1990147.11118,0.14412169937,0.00265471259975,3.0580601121,1330.52248171,23.7956628378,32.7944122258,-61.9958497996,4704.5530183,75.8164420764,526.918236139,-26.8059770645,424.071452635,18.2768033936,205.634365211,2.44155307124,81.538052921,5.82349954732,73.2514778321,11.5987400728,113.406225522,0.0164564532577,71.4957165125,8.70296761472,81.8630518154,5.50669129345,58.4464254235,-0.264256955679,38.9053851449,2.38655724081,53.3143573007,-1.74884548656,51.4521662456
13760,00044,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1652.53367739,252421.032596,3458.40769213,2383769.72428,0.0689248728198,0.000511932694549,3.07608685446,2761.07618509,26.8845135717,18.8917802012,-118.329098678,2395.06859167,130.199975909,965.047553775,-3.02865800138,468.680284775,15.7452235282,243.701990123,3.92803384628,118.698581166,10.6701437057,62.1365825447,6.828602997,46.208909341,3.36827168256,39.6680624028,0.725757417507,45.4257840993,-2.55759657111,33.1620649788,-3.10912117523,48.3126204334,-2.83523419293,82.6848665393,-1.61717135974,42.6654503559
13800,00045,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1561.44373188,90506.6315109,3242.75015898,282733.144412,0.0789664335029,0.00081626023476,-3.73771470225,4990.20359407,28.1099365196,23.4030928812,-172.457364265,3883.99478867,142.816740718,210.964794579,-55.8277426205,400.097074244,79.3407783716,105.78889552,-1.86663041857,121.978212944,4.85510334336,65.9710946137,0.219496448284,53.7450435453,-11.4998340688,41.9674633421,-0.28286293407,30.3227320023,-9.37860167892,45.172228248,-7.65080538191,29.0464628074,-11.2145903689,26.6495575982,-5.64397827349,25.1599112753
13840,00046,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2426.85214871,442336.62659,5030.21467342,2731676.39377,0.117986161579,0.00167263584723,0.974077289652,1566.15505393,26.9726270339,25.1127542834,-83.1843408015,2535.19644426,91.5774025064,711.413433074,-13.710444006,437.127134757,16.1663659364,84.8776060362,10.3518526732,81.7545269489,5.52425679182,79.428028864,-9.45132850245,76.240733201,-6.61110526059,55.6932362104,-3.02767057995,60.4036518589,4.95737250468,38.5907360893,2.65712378105,35.6478819589,1.06891479792,43.6681790841,-3.65539507544,50.9062670408
13880,00047,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2999.38588301,545567.762947,5964.35507131,2007432.25825,0.156431307534,0.00514358053628,2.76120915105,958.200385821,25.3512285281,32.1535378532,-58.2267693582,1856.33079863,62.4785315431,689.611672971,-12.6877569563,335.194722447,31.8988177021,274.31760963,8.09108077853,107.114517251,2.2344889096,124.401036835,3.89652876617,175.552965191,1.44762869448,105.309816232,-2.7230850798,89.0462952342,1.0922383697,85.069999531,-0.463383818612,35.4299969423,-2.38735407845,49.2766351204,1.24475349128,52.8183498528
13920,00048,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1646.26947141,118558.519098,3183.80927507,507485.948595,0.0852580698886,0.000783190488113,1.31599364656,2640.2493279,27.2657554361,22.7757327897,-93.3652056706,1344.89197979,137.510355112,517.271205225,-45.1309425369,158.587387069,37.8582454601,154.776211045,-9.444159082,142.253670705,12.6053983636,96.7973796544,-7.50730394374,50.7752121927,5.5649153472,65.0277462591,-3.73582344211,62.7371060704,-2.0054505534,37.9230548844,-2.46137036369,54.5092453751,-9.5676460281,46.6473160511,-3.21309525689,56.0330540799
13960,00049,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2076.54597662,1218612.95268,4494.29664789,6664064.13825,0.0911605953246,0.00292092228815,1.86024386558,3705.41428307,17.1432672907,18.4866309262,-142.665579636,9869.45949315,116.226176973,2137.26210328,2.32031724107,451.840412781,31.0927493384,188.870682162,6.20548268618,140.252075184,0.0934513038149,82.8938928782,0.314903358287,60.9744452617,7.81334696446,56.3845202487,3.24191012051,52.9225908266,-3.03772793617,74.2773867743,1.70477271491,50.0027166749,0.734127381756,48.4838949842,0.139239741841,44.7466434156
14000,00050,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1719.15432558,700842.225174,3805.00880042,3931454.47289,0.0532071372335,0.00145607395632,5.19205389239,3357.16173747,16.0973458799,19.5908089595,-145.022929093,5071.77379965,118.516064563,1285.30949042,20.5280785151,337.60040651,28.5967699127,117.739374961,2.34706165461,85.418700813,10.108653756,70.1860695479,11.9085086604,55.8408145038,4.86010202356,53.2207309321,-0.0716395161295,66.1251538531,3.29355054381,43.2421326142,3.39659171095,54.1322731866,3.65619940592,37.471624596,5.37968846464,60.7787092705
14040,00051,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3028.29360974,757396.605929,6728.75874364,1727340.47931,0.12064332001,0.00583561376972,6.04895791973,1075.94657973,18.0327617437,21.379785969,-66.5378939575,2330.93869725,66.8454909866,579.538549181,25.2059543264,351.842909108,26.3173679482,133.165737851,5.30952513372,131.477430821,10.4796215688,76.6962013795,2.48335139783,86.0069721396,0.766387255152,70.6956915029,-0.358705166487,65.9469068664,1.74824025801,70.124439533,3.23051771638,46.6378919694,5.06155583841,55.9877359035,-1.91496034898,52.6843934109
14080,00052,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2188.23290862,1760192.6682,4464.79282113,7110604.49475,0.0886487857316,0.00670159637753,-4.95974582896,4451.03925232,18.9045778591,22.1218935216,-181.278937891,9562.62057824,103.357788368,1943.77926151,9.41451501583,768.403234209,19.0721320548,318.754176214,13.8195049057,200.940190568,-0.463363393243,275.027809439,4.3422021334,161.686658136,-7.58886610141,96.5360444621,-8.08646126481,111.066442932,-0.139704311943,91.3714114044,-5.12355995772,88.0902671506,-6.31405988978,81.8022708517,-5.48788544432,56.6703964415
14120,00053,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3361.47506745,304814.997545,6920.39590525,1022143.67698,0.187446629724,0.00357405669715,7.984265064,365.987172099,17.4875838894,17.3648609704,4.04414737042,1100.93477479,52.6331500354,241.887320538,-11.0117323787,121.448653345,19.722712789,108.194686429,11.3044279739,86.0836349235,7.07984779055,61.7446870371,5.09276432015,63.4539276357,4.58205508286,46.347255937,0.0437536054067,46.3718777341,5.14340703822,41.2157851398,3.39575094824,43.0407886343,1.17690501199,31.6413089778,0.588256244567,32.7869883738
14160,00054,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2633.4016662,960541.353254,5312.38309638,3295813.96562,0.132400678295,0.00731729987407,-7.90011583068,2671.94619327,21.9737873254,31.0363299747,-156.094745716,2341.68601927,75.616013429,995.914615112,-16.4953079838,274.832583059,16.326693445,229.824046012,5.83142561925,125.779570275,6.02531933399,95.7867878818,-4.09602237436,75.5973213892,-3.73552480888,96.9151968689,-6.16316166623,87.1550025359,-8.92620263821,92.077687893,-4.09304119483,70.3359102484,-2.24203042035,91.3671362996,-4.65492082305,85.2240235269
14200,00055,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1711.96655729,272022.464129,3617.65324082,2642660.5146,0.0665576550388,0.000368302731365,3.1004515022,2235.29711676,16.7699864401,15.3487157467,-91.7588031007,2090.02209148,129.943494402,490.712241172,1.80548810526,371.438636808,11.6970758355,214.111735727,3.24927895941,77.0567411807,-1.9776461586,115.598120491,-2.22322092477,50.663251004,-0.860440847288,62.4104555117,-4.3470016328,53.0352734713,-3.5375865176,57.8802889379,-1.5541741417,32.8037665923,-0.538941794225,32.1780289317,0.408347344269,36.4116536617
14240,00056,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3305.05521732,460807.952555,6723.12505678,1239284.155,0.177493640988,0.00468159617143,8.83426277155,485.174330406,16.5690112898,16.1333841341,-7.81922074509,1582.05027003,59.4576047563,339.403584282,3.72090682784,228.455431984,28.9907298573,97.4876277914,4.17007310142,70.6408326717,10.2944805654,44.6889317248,2.51982135669,75.2029078497,7.56605035764,38.4151781845,-1.35989064315,38.8685996792,2.95914874011,43.8786346795,4.04460957144,36.8746661635,-0.73250659553,31.8643712174,1.03360887978,27.8251995382
14280,00057,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3489.9147727,560310.726328,7661.43020985,1347652.30327,0.175091221536,0.0039564389177,3.86100518174,820.90929409,16.5451813029,15.9205821687,-58.6055562037,1523.89640475,64.8522083848,392.40758874,15.9496620799,174.459408851,5.48313899587,166.325286248,7.56076255931,99.3629122312,9.88016071644,44.6045207028,1.5854656844,62.2965704162,5.33772728194,63.7302867593,-1.23655842873,46.9606882189,-2.02328122691,41.2780117926,2.45256065072,51.858842835,-0.724518153845,35.0483125418,-0.318704977591,40.4589611589
14320,00058,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2436.25775641,1007069.70942,5494.47220203,4198583.94388,0.0988587845203,0.00425859471882,-1.01818030801,2584.07792201,18.8204285304,15.8703765828,-141.986344997,1286.09200818,97.0497442736,864.174584449,23.1901768579,322.344879397,10.4233187541,145.539627077,6.26143305757,107.173996411,4.96751486215,81.3184273789,1.11996341645,77.0677802181,1.08002918456,54.9479888769,-4.83933295977,65.0256786227,0.874443639315,62.6490286225,-3.46832454214,57.5019860641,-2.02683014129,61.745040595,-5.88213541008,54.4808828493
14360,00059,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2425.16962431,1147341.06363,5646.16443723,6168944.01585,0.0865915697674,0.00268659948078,-2.76694716751,4906.21234179,18.6191397788,19.3067479156,-219.177220882,2121.64207501,94.3500917002,1079.15422067,42.8126776738,427.684805233,16.1097780661,290.940841299,9.56251605627,131.94132628,12.942035808,94.0888460586,7.69883748842,60.0893057162,2.38801996871,51.0802715487,-1.02075754513,62.1298809277,-1.94094987797,51.4626089635,-1.9553500806,46.2516297307,3.16406671926,52.5899538659,-0.904058272205,34.8143495452
14400,00060,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2798.50885701,626998.180106,6209.03235147,3534198.73869,0.134662669574,0.0026178764092,2.26602458236,1304.47815477,15.9588527859,16.1351321404,-82.5852593255,1411.1472196,83.4460244798,527.084458023,-0.542278704161,224.975636629,10.4635898789,232.891845347,10.4164863027,76.9628140903,7.07214792288,68.8800215165,5.06488144666,91.0121104561,0.0747696015807,68.6520238494,-0.210969534438,58.874568817,-0.931460985856,46.272557746,-0.0906639318702,47.1211080938,-1.68643487725,45.5875782382,-1.03251270285,43.1549367475
14440,00061,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2073.8488636,801679.697545,4693.42869958,5386470.03625,0.0691440316134,0.00236083809483,-2.55419901898,4370.871048,16.7496800781,17.3996994973,-193.526909359,4447.63973443,98.3559055039,848.31356265,44.1018356979,682.973906434,23.810346227,217.886330919,12.5393739699,141.029265391,8.46366716591,83.9174365099,2.17806855531,82.135054401,-0.360559821363,57.1728300481,-8.20735258992,62.8157441976,-9.12039543293,50.8086483625,-5.23650438275,63.197688987,-4.83620053295,46.5455576643,-1.36586224763,46.2845048422
14480,00062,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2948.01564276,1011239.83822,6982.36646076,3252079.80999,0.108586558261,0.00451365395482,-5.21256719123,4504.52810128,19.0622544121,28.2587162891,-212.383819862,4104.17392621,65.6859362089,799.983246922,45.1561328989,732.004958708,19.7640577016,317.221601764,11.8144229422,231.219877983,8.07919150227,133.565191254,4.45306155609,121.283810427,4.20649376465,56.4475519404,-2.32610606566,63.7594972698,-2.17577963394,69.7169844685,-1.64965930852,59.0723683395,-4.65347177973,35.4590660401,-3.73383341077,46.1141569729
14520,00063,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1712.21783951,1537356.82821,3494.48832667,8324381.2842,0.0557473352713,0.00280737294349,-5.87290504006,9302.05054591,21.7499405352,25.2127743111,-302.721350024,7856.90147175,116.159729755,2558.44546696,44.8222432947,709.073439113,25.9404786733,532.418367362,18.735765165,294.222334941,7.58186466275,180.602861121,7.35830225385,148.589433657,4.05212683257,96.0225879881,-4.19375453523,145.243180017,0.837322173059,133.991130914,0.846605393194,173.550086736,2.78545805301,95.9672789688,1.44744278211,126.834924172
14560,00064,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2182.00282201,155714.354271,4692.78604197,979237.991518,0.106318132267,0.00147791767928,-1.4966784746,2707.83158773,19.8745819354,15.2503429471,-118.854559714,3025.83005313,104.398725722,304.62830546,-29.1264237609,412.106701607,42.1398610604,123.273616528,-13.2760481355,155.534280732,29.0804996937,123.191280311,-20.9064104007,80.9801954051,21.6338953844,48.655619161,-24.315932375,66.4003793824,10.6911591597,60.3000853475,-15.1255270124,54.8623385098,5.97590533116,46.5109890854,-11.7719651228,43.3706832652
14600,00065,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2294.33155248,181909.828645,4731.16188227,768628.733214,0.129054248425,0.00142061331246,2.74845303345,2341.08270868,15.3257172999,14.6734176098,-95.3426594687,1983.44780815,103.792780264,422.410772318,-36.9954851331,386.699231469,52.6976857041,156.580176471,-20.7412249742,147.996392245,27.5691259595,91.9796259855,-17.5327921853,90.9448146233,24.7875020995,76.4655506067,-11.283584957,93.5237405982,16.6156492852,99.5831941452,-9.22162936794,80.3200951992,10.1635469253,59.8262910925,-8.77902471685,52.7428128692
14640,00066,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2209.31464632,402618.967202,4577.18278752,1719593.93322,0.107049418605,0.00282256758748,-11.6244554114,6451.41092005,20.8919205998,17.9518477676,-245.316041079,9066.63758707,95.0760688163,809.428188605,-21.149604158,612.028430624,45.6625961823,283.139650506,-3.53699854476,155.814382996,14.986102156,251.224494203,-20.6096554863,200.539462966,19.5260613831,116.667704896,-21.6688163851,205.951232747,7.33044878486,117.143681019,-9.24883001137,89.3593949053,0.825743327165,81.0383122263,-12.9949953325,62.7513620819
14680,00067,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2414.56617902,479212.378736,5212.13685501,1490976.77699,0.119964646923,0.00365224533331,0.49985264481,2649.59803333,21.2857432233,15.5279534162,-123.815374751,2567.26372469,94.7167863114,738.457734951,-9.57681394971,390.997541016,53.2404544298,218.019768026,-13.7424648316,128.451035502,17.6756028613,147.85826574,-19.2025050614,127.163531467,25.2933092735,86.6716842669,-18.7014073345,97.8968001215,15.3510409387,71.5290852664,-12.5061878297,68.2535560565,9.34741290979,54.857776372,-11.5817685837,49.7407365308
