,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mel1 mean,mel1 var,mel2 mean,mel2 var,mel3 mean,mel3 var,mel4 mean,mel4 var,mel5 mean,mel5 var
11730,00045,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1561.44373188,90506.6315109,3242.75015898,282733.144412,0.0789664335029,0.00081626023476,0.0971833616495,0.000812963233329,28.1099365196,23.4030928812,-172.457364265,3883.99478867,142.816740718,210.964794579,-55.8277426205,400.097074244,79.3407783716,105.78889552,-1.86663041857,121.978212944,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11764,00046,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2426.85214871,442336.62659,5030.21467342,2731676.39377,0.117986161579,0.00167263584723,0.120441161096,0.00136612530332,26.9726270339,25.1127542834,-83.1843408015,2535.19644426,91.5774025064,711.413433074,-13.710444006,437.127134757,16.1663659364,84.8776060362,10.3518526732,81.7545269489,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11798,00047,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2999.38588301,545567.762947,5964.35507131,2007432.25825,0.156431307534,0.00514358053628,0.13896676898,0.00198166328482,25.3512285281,32.1535378532,-58.2267693582,1856.33079863,62.4785315431,689.611672971,-12.6877569563,335.194722447,31.8988177021,274.31760963,8.09108077853,107.114517251,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11832,00048,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1646.26947141,118558.519098,3183.80927507,507485.948595,0.0852580698886,0.000783190488113,0.145532399416,0.000574159668759,27.2657554361,22.7757327897,-93.3652056706,1344.89197979,137.510355112,517.271205225,-45.1309425369,158.587387069,37.8582454601,154.776211045,-9.444159082,142.253670705,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11866,00049,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2076.54597662,1218612.95268,4494.29664789,6664064.13825,0.0911605953246,0.00292092228815,0.10106677562,0.00231801741756,17.1432672907,18.4866309262,-142.665579636,9869.45949315,116.226176973,2137.26210328,2.32031724107,451.840412781,31.0927493384,188.870682162,6.20548268618,140.252075184,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11900,00050,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1719.15432558,700842.225174,3805.00880042,3931454.47289,0.0532071372335,0.00145607395632,0.141350716352,0.00510032381862,16.0973458799,19.5908089595,-145.022929093,5071.77379965,118.516064563,1285.30949042,20.5280785151,337.60040651,28.5967699127,117.739374961,2.34706165461,85.418700813,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11934,00051,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3028.29360974,757396.605929,6728.75874364,1727340.47931,0.12064332001,0.00583561376972,0.161739051342,0.00219454802573,18.0327617437,21.379785969,-66.5378939575,2330.93869725,66.8454909866,579.538549181,25.2059543264,351.842909108,26.3173679482,133.165737851,5.30952513372,131.477430821,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11968,00052,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2188.23290862,1760192.6682,4464.79282113,7110604.49475,0.0886487857316,0.00670159637753,0.113168016076,0.00559050729498,18.9045778591,22.1218935216,-181.278937891,9562.62057824,103.357788368,1943.77926151,9.41451501583,768.403234209,19.0721320548,318.754176214,13.8195049057,200.940190568,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12002,00053,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3361.47506745,304814.997545,6920.39590525,1022143.67698,0.187446629724,0.00357405669715,0.190181151032,0.00188856676687,17.4875838894,17.3648609704,4.04414737042,1100.93477479,52.6331500354,241.887320538,-11.0117323787,121.448653345,19.722712789,108.194686429,11.3044279739,86.0836349235,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12036,00054,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2633.4016662,960541.353254,5312.38309638,3295813.96562,0.132400678295,0.00731729987407,0.065550789237,0.000637195073068,21.9737873254,31.0363299747,-156.094745716,2341.68601927,75.616013429,995.914615112,-16.4953079838,274.832583059,16.326693445,229.824046012,5.83142561925,125.779570275,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12070,00055,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1711.96655729,272022.464129,3617.65324082,2642660.5146,0.0665576550388,0.000368302731365,0.147336453199,0.00230226293206,16.7699864401,15.3487157467,-91.7588031007,2090.02209148,129.943494402,490.712241172,1.80548810526,371.438636808,11.6970758355,214.111735727,3.24927895941,77.0567411807,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12104,00056,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3305.05521732,460807.952555,6723.12505678,1239284.155,0.177493640988,0.00468159617143,0.175869271159,0.00205408944748,16.5690112898,16.1333841341,-7.81922074509,1582.05027003,59.4576047563,339.403584282,3.72090682784,228.455431984,28.9907298573,97.4876277914,4.17007310142,70.6408326717,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12138,00057,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3489.9147727,560310.726328,7661.43020985,1347652.30327,0.175091221536,0.0039564389177,0.122522190213,0.00100508169271,16.5451813029,15.9205821687,-58.6055562037,1523.89640475,64.8522083848,392.40758874,15.9496620799,174.459408851,5.48313899587,166.325286248,7.56076255931,99.3629122312,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12172,00058,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2436.25775641,1007069.70942,5494.47220203,4198583.94388,0.0988587845203,0.00425859471882,0.0874202847481,0.000201115108212,18.8204285304,15.8703765828,-141.986344997,1286.09200818,97.0497442736,864.174584449,23.1901768579,322.344879397,10.4233187541,145.539627077,6.26143305757,107.173996411,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12206,00059,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2425.16962431,1147341.06363,5646.16443723,6168944.01585,0.0865915697674,0.00268659948078,0.051181640476,0.000184422082384,18.6191397788,19.3067479156,-219.177220882,2121.64207501,94.3500917002,1079.15422067,42.8126776738,427.684805233,16.1097780661,290.940841299,9.56251605627,131.94132628,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12240,00060,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2798.50885701,626998.180106,6209.03235147,3534198.73869,0.134662669574,0.0026178764092,0.103381454945,0.00060056586517,15.9588527859,16.1351321404,-82.5852593255,1411.1472196,83.4460244798,527.084458023,-0.542278704161,224.975636629,10.4635898789,232.891845347,10.4164863027,76.9628140903,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12274,00061,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2073.8488636,801679.697545,4693.42869958,5386470.03625,0.0691440316134,0.00236083809483,0.0884104818106,0.000441042211605,16.7496800781,17.3996994973,-193.526909359,4447.63973443,98.3559055039,848.31356265,44.1018356979,682.973906434,23.810346227,217.886330919,12.5393739699,141.029265391,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12308,00062,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2948.01564276,1011239.83822,6982.36646076,3252079.80999,0.108586558261,0.00451365395482,0.0604153424501,0.000789659505244,19.0622544121,28.2587162891,-212.383819862,4104.17392621,65.6859362089,799.983246922,45.1561328989,732.004958708,19.7640577016,317.221601764,11.8144229422,231.219877983,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12342,00063,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1712.21783951,1537356.82821,3494.48832667,8324381.2842,0.0557473352713,0.00280737294349,0.0532113052905,0.00036384689156,21.7499405352,25.2127743111,-302.721350024,7856.90147175,116.159729755,2558.44546696,44.8222432947,709.073439113,25.9404786733,532.418367362,18.735765165,294.222334941,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12376,00064,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2182.00282201,155714.354271,4692.78604197,979237.991518,0.106318132267,0.00147791767928,0.107107371092,0.00164527469315,19.8745819354,15.2503429471,-118.854559714,3025.83005313,104.398725722,304.62830546,-29.1264237609,412.106701607,42.1398610604,123.273616528,-13.2760481355,155.534280732,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12410,00065,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2294.33155248,181909.828645,4731.16188227,768628.733214,0.129054248425,0.00142061331246,0.11464305222,0.0013054034207,15.3257172999,14.6734176098,-95.3426594687,1983.44780815,103.792780264,422.410772318,-36.9954851331,386.699231469,52.6976857041,156.580176471,-20.7412249742,147.996392245,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12444,00066,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2209.31464632,402618.967202,4577.18278752,1719593.93322,0.107049418605,0.00282256758748,0.0429255850613,0.00082878820831,20.8919205998,17.9518477676,-245.316041079,9066.63758707,95.0760688163,809.428188605,-21.149604158,612.028430624,45.6625961823,283.139650506,-3.53699854476,155.814382996,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12478,00067,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2414.56617902,479212.378736,5212.13685501,1490976.77699,0.119964646923,0.00365224533331,0.0998800694942,0.00151733809616,21.2857432233,15.5279534162,-123.815374751,2567.26372469,94.7167863114,738.457734951,-9.57681394971,390.997541016,53.2404544298,218.019768026,-13.7424648316,128.451035502,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12512,00068,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2466.14519557,282908.506984,5401.20338617,791095.970751,0.118197750121,0.00256039354407,0.0913333371282,0.000553138146643,18.1742794667,18.0792864408,-121.00070295,1689.69647316,91.7878696377,414.608982892,-14.6974977492,243.519809205,52.9733696032,83.7926359756,-11.4142558566,73.7596380282,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12546,00069,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2570.53380524,603922.343174,5368.98704351,1635535.88701,0.137733542272,0.00421475940753,0.0470512956381,0.000273717450909,21.1226114638,13.8478138565,-203.242885648,2004.53151696,85.3292534148,830.468310554,-11.5405966212,297.139447449,54.7981823368,145.463024315,-11.5749172217,111.418457393,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12580,00070,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2512.7338757,393459.914196,5131.83803824,1146396.29256,0.139058336361,0.00361523903732,0.0540632642806,0.000649381021503,19.6930276641,15.483938651,-202.184168987,3492.99664638,75.2030888339,569.604611555,-14.1777181594,538.552892486,66.322535843,257.256044909,-8.28881029598,195.23436523,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12614,00071,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2025.10910175,219303.210872,4572.13333485,1010177.35659,0.090744231468,0.00124242466206,0.160910710692,0.00251294416375,14.8166611698,15.1768526658,-79.8959660432,3294.33689836,109.923754106,360.504899825,-17.0951617372,252.654414699,47.1134895906,221.579192901,-11.9631050248,128.426223403,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12648,00072,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1933.58718313,423308.204422,4359.43870367,1780885.10328,0.0816830184109,0.0026615752501,0.165541529655,0.00235944613814,17.1654702478,17.5061998672,-95.2604579397,2889.67212258,112.434527233,590.264488484,-2.10630530961,415.485152283,47.0198559421,206.953268531,-10.3696281341,116.242920777,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12682,00073,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2224.63958065,292962.457949,4919.56071721,927072.483784,0.110088874758,0.00244153648176,0.169449061155,0.00216093263589,16.291481041,14.9181516555,-61.5487830082,1825.57311551,103.543479412,352.901538624,-16.8737869328,178.92949267,49.3001129363,117.970307631,-14.7868626428,65.014191526,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12716,00074,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2141.18467418,202371.443864,4833.38617369,647759.205196,0.0911431837452,0.00102468996307,0.153716281056,0.00196376186796,18.1622056262,20.704136522,-83.3189890131,2066.61264924,103.853351551,295.959130664,-13.9417988902,182.022287184,56.8758431831,94.0252399526,-14.4262121655,64.3892578733,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12750,00075,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2302.31134885,411941.405357,5092.46899982,1217628.33564,0.111551447432,0.00320788652491,0.126647159457,0.00176637619734,16.461878395,22.888119314,-113.808081657,3614.57895025,94.8947670283,629.263762447,-4.08341000086,401.939442357,51.7278880199,165.492589163,-13.7713856763,151.947828088,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12784,00076,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1660.11444167,509778.256832,3581.70614553,1876051.76232,0.0711959484012,0.00293678407306,0.14626057446,0.00228784093633,17.876415802,23.9767049691,-132.288829155,2246.87479474,124.629518842,816.279368902,-9.62573080956,320.177492588,46.4739878711,183.495028173,-6.26821231923,230.745723234,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12818,00077,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2188.62057416,238724.087737,4994.11734648,1271846.42909,0.106293528949,0.00174209800766,0.128793239594,0.0019194309134,17.7358407602,23.6715181338,-103.883101786,2909.56327946,101.888001903,351.39214613,-10.3560768047,427.853136955,43.670784913,158.206458745,-11.5449822115,134.731383747,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12852,00078,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1879.17158067,522614.135514,4287.8950536,2209576.08674,0.0717512263808,0.00329675476852,0.144552111626,0.00209418684244,19.5636308932,21.23292618,-131.038381841,2609.3882556,110.933206982,687.810341129,-2.08506068897,368.007390527,41.7946423316,212.593743419,-3.17832469544,196.468416898,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12886,00079,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2148.49371477,254194.497808,4479.35694495,980846.957918,0.109080138687,0.00154743057455,0.116756945848,0.000790518242866,27.9107369674,24.6624471069,-91.3603775011,1782.87474576,112.097962995,398.39829699,-27.3241865953,248.398098908,47.9874094768,92.5242488397,-19.5841721953,83.586738566,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12920,00080,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2606.38034144,259671.803373,5339.09929142,885146.69428,0.14960786095,0.00233842102827,0.104451812804,0.000879847444594,25.8681565472,24.8670362296,-87.9924260829,1491.05653604,93.5254613189,318.25674491,-23.2366317502,198.131972501,48.122334969,93.1840756232,-21.4386605297,82.4116545601,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12954,00081,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2554.17240009,360396.514394,5123.97591524,1057416.30288,0.136178612524,0.00355599766561,0.093644849956,0.00147298700176,25.7105737347,50.3076157793,-121.38360739,5153.47074981,89.514398078,711.206111486,-33.5048454332,263.055163106,41.9869713961,226.92643041,-25.9293882371,154.849903531,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
12988,00082,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2976.2085215,296821.220305,5927.19777662,677292.273473,0.183517668968,0.0041072242355,0.0933601260185,0.00103440159,22.5664848553,27.5810338679,-95.466192523,2352.71503516,78.3093702428,298.105650289,-26.2003208044,291.101352612,44.2316541407,115.411110526,-22.4453620943,128.668397556,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
13022,00083,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2115.55278619,189514.1168,4688.62128679,823835.253145,0.0927389928537,0.000815307369643,0.10162563622,0.000514698622283,25.1719443562,24.259222238,-119.227130236,1386.56608489,107.438828779,275.249722426,-10.9514069485,197.568518981,58.5503074986,58.8058550564,-12.896837088,81.8638667776,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
13056,00084,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2581.8070669,419175.140884,5392.13106377,1149734.11473,0.139127982679,0.00415456524177,0.106772251427,0.000788938312326,25.5060698715,24.8201397409,-94.328899738,1766.87822419,91.8842370827,460.92680024,-17.5440901038,269.763475006,45.5181571672,90.305186907,-15.6725178987,158.538496005,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
